,Date,Sector,Violation_nature,People_impacted,Data_type,Sensitive_data,Incident_origin,Incident_cause,People_informed
1994,2019-04,Manufacturing,Perte de la confidentialité,5,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Recipient mistake,Other,They_will
1995,2019-04,Construction,Perte de la confidentialité,5,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Recipient mistake,Other,They_will
1996,2019-04,Education,Perte de la confidentialité,5,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...)",,Hacking - Malware -Phishing,External-Malicious,TBD
1997,2019-04,Finance/Insurance,Perte de la confidentialité,5000,"Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Other,Unknown,TBD
1998,2019-04,Commerce,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Other,External-Malicious,Yes
1999,2019-04,Transport/Warehousing,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Données de localisation",,Publication mistake,Internal-Accidental,They_will_not
2000,2019-04,Scientific/Specialized/Technical,Perte de la confidentialité,5000,Civil-Contact-Access,,Hacking - Malware -Phishing,External-Malicious,TBD
2001,2019-04,Administrative/Support_services,Perte de la confidentialité,50,Civil-Contact,,Hacking - Malware -Phishing,External-Malicious,Yes
2002,2019-04,Education,Perte de la confidentialité,5000,Civil-Contact,,Equipment Lost or Stolen,External-Malicious,They_will_not
2003,2019-04,Real_Estate,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),La violation concerne d'autres données",,Recipient mistake,Internal-Accidental,They_will
2004,2019-04,Finance/Insurance,Perte de la confidentialité,5,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Documents officiels (Passeports, pièces d’identité, etc.),La violation concerne d'autres données",,Recipient mistake,Internal-Accidental,They_will_not
2005,2019-04,Manufacturing,Perte de la confidentialité,5,"Etat civil (ex : nom, sexe, date de naissance, âge...),La violation concerne d'autres données",Oui,Publication mistake,Internal-Accidental,They_will
2006,2019-04,Other_services,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),La violation concerne d'autres données",,Publication mistake,External-Accidental,TBD
2007,2019-04,Public_Administration,Perte de la confidentialité,50,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire)",,Courrier perdu ou ouvert avant d'être retourné à l'envoyeur,External-Accidental,They_will_not
2008,2019-04,Public_Administration,Perte de la confidentialité,5,Civil-Contact-Finance-Economic,,Données de la mauvaise personne affichées sur le portail du client,Internal-Accidental,TBD
2009,2019-04,Scientific/Specialized/Technical,Perte de la confidentialité,5,Civil-Contact,,Recipient mistake,Internal-Accidental,They_will_not
2010,2019-04,Education,Perte de la confidentialité,5000,Civil-Contact,,Equipment Lost or Stolen,External-Malicious,TBD
2011,2019-04,Public_Administration,Perte de la confidentialité,5,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Données de la mauvaise personne affichées sur le portail du client,Internal-Accidental,They_will
2012,2019-04,Manufacturing,Perte de la confidentialité,>5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données de localisation",,Hacking - Malware -Phishing,External-Malicious,Yes
2013,2019-04,Finance/Insurance,Perte de la disponibilité,>5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.)",,Other,External-Malicious,TBD
2014,2019-04,Health,"Perte de la confidentialité,Perte de l'intégrité",50,Civil-Contact,,"Equipement perdu ou volé,Papier perdu, volé ou laissé accessible dans un endroit non sécurisé",External-Malicious,TBD
2015,2019-04,Information/Communication,Perte de la confidentialité,>5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
2016,2019-04,Education,Perte de la confidentialité,5,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),La violation concerne d'autres données",,Recipient mistake,External-Accidental,Yes
2017,2019-04,Other_services,Perte de la confidentialité,50,Contact,,Equipment Lost or Stolen,Internal-Accidental,They_will
2018,2019-04,Finance/Insurance,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...)",,Recipient mistake,Internal-Accidental,TBD
2019,2019-04,Real_Estate,Perte de la confidentialité,300,Civil-Contact,,Equipment Lost or Stolen,External-Malicious,TBD
2020,2019-04,Scientific/Specialized/Technical,Perte de la confidentialité,50,"Etat civil (ex : nom, sexe, date de naissance, âge...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Recipient mistake,Internal-Accidental,They_will_not
2021,2019-04,Finance/Insurance,Perte de la confidentialité,>5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Equipment Lost or Stolen,External-Malicious,They_will_not
2022,2019-04,Commerce,Perte de la confidentialité,300,Contact,,Publication mistake,External-Accidental,They_will
2023,2019-04,Scientific/Specialized/Technical,Perte de la confidentialité,5000,NIR (Numéro d'Inscription au Répertoire),,Other,External-Accidental,They_will_not
2024,2019-04,Commerce,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Hacking - Malware -Phishing,Unknown,They_will
2025,2019-04,Scientific/Specialized/Technical,Perte de la disponibilité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.)",,Hacking - Malware -Phishing,Internal-Accidental,TBD
2026,2019-04,Commerce,"Perte de la confidentialité,Perte de l'intégrité,Perte de la disponibilité",5,"Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Les données concernées ne sont pas connues pour le moment",,Hacking - Malware -Phishing,External-Malicious,Yes
2027,2019-04,Health,Perte de la disponibilité,50,"Etat civil (ex : nom, sexe, date de naissance, âge...),La violation concerne d'autres données",,Hacking - Malware -Phishing,Internal-Accidental,They_will
2028,2019-04,Other_services,Perte de la disponibilité,5000,Contact,,Hacking - Malware -Phishing,Unknown,They_will_not
2029,2019-04,Public_Administration,Perte de la confidentialité,5,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",Oui,Recipient mistake,Internal-Accidental,They_will_not
2030,2019-04,Health,Perte de la confidentialité,5,"Etat civil (ex : nom, sexe, date de naissance, âge...)",Oui,Other,Internal-Malicious,Yes
2031,2019-04,Transport/Warehousing,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),La violation concerne d'autres données",,Recipient mistake,Internal-Accidental,TBD
2032,2019-04,Commerce,"Perte de la confidentialité,Perte de la disponibilité",5,"Etat civil (ex : nom, sexe, date de naissance, âge...)",Oui,Hacking - Malware -Phishing,External-Malicious,TBD
2033,2019-04,Public_Administration,Perte de la confidentialité,300,Contact,,"Publication non volontaire d'informations,Données personnelles envoyées à un mauvais destinataire",Internal-Accidental,They_will
2034,2019-04,Finance/Insurance,Perte de la confidentialité,5,Civil-Contact-Finance-Economic,,Courrier perdu ou ouvert avant d'être retourné à l'envoyeur,Internal-Accidental,They_will
2035,2019-04,Administrative/Support_services,Perte de la confidentialité,5000,Civil-Contact-Access,,Hacking - Malware -Phishing,"Acte interne accidentel,Acte externe malveillant",Yes
2036,2019-04,Scientific/Specialized/Technical,Perte de la disponibilité,50,Civil-Contact,,Publication mistake,Internal-Accidental,TBD
2037,2019-04,Scientific/Specialized/Technical,"Perte de la confidentialité,Perte de la disponibilité",5,Civil-Contact-Access,,Publication mistake,Unknown,TBD
2038,2019-04,Administrative/Support_services,Perte de la confidentialité,5,Civil-Contact,Oui,Other,External-Malicious,TBD
2039,2019-04,Finance/Insurance,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Données de localisation",Oui,Données de la mauvaise personne affichées sur le portail du client,Other,They_will
2040,2019-04,Hospitality,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Hacking - Malware -Phishing,External-Malicious,Yes
2041,2019-04,Commerce,Perte de la confidentialité,5,Civil-Contact-Finance-Economic,,Recipient mistake,Other,TBD
2042,2019-04,Scientific/Specialized/Technical,Perte de la confidentialité,5,Civil-Contact-Finance-Economic,,Recipient mistake,"Acte interne accidentel,Acte externe accidentel",They_will
2043,2019-04,Manufacturing,Perte de la confidentialité,50,"Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Hacking - Malware -Phishing,External-Malicious,Yes
2044,2019-04,Administrative/Support_services,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données de localisation",,Other,Internal-Accidental,They_will
2045,2019-04,Health,Perte de la confidentialité,5,"Etat civil (ex : nom, sexe, date de naissance, âge...),Les données concernées ne sont pas connues pour le moment",Oui,Recipient mistake,Internal-Accidental,TBD
2046,2019-04,Hospitality,Perte de la confidentialité,50,Civil-Contact-Access,,Publication mistake,"Acte interne accidentel,Acte externe malveillant",They_will_not
2047,2019-04,Manufacturing,Perte de la confidentialité,5000,Civil-Contact,,Hacking - Malware -Phishing,External-Malicious,They_will_not
2048,2019-04,Health,Perte de la confidentialité,5,Contact,,Hacking - Malware -Phishing,External-Malicious,TBD
2049,2019-04,Finance/Insurance,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Other,Other,They_will_not
2050,2019-04,Commerce,Perte de la confidentialité,5000,Civil-Contact,,Hacking - Malware -Phishing,External-Malicious,They_will
2051,2019-04,Public_Administration,Perte de la confidentialité,300,Contact,,Publication mistake,Internal-Accidental,They_will
2052,2019-04,Finance/Insurance,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),La violation concerne d'autres données",,Recipient mistake,Internal-Accidental,TBD
2053,2019-04,Information/Communication,Perte de la disponibilité,5000,"Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Les données concernées ne sont pas connues pour le moment",,Hacking - Malware -Phishing,External-Malicious,Yes
2054,2019-04,Scientific/Specialized/Technical,Perte de la confidentialité,5,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),La violation concerne d'autres données",,Other,Internal-Accidental,TBD
2055,2019-04,Finance/Insurance,Perte de la confidentialité,50,"Etat civil (ex : nom, sexe, date de naissance, âge...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Publication mistake,Internal-Accidental,They_will_not
2056,2019-04,Transport/Warehousing,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Publication mistake,Internal-Accidental,Yes
2057,2019-04,Scientific/Specialized/Technical,Perte de la confidentialité,50,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Recipient mistake,Internal-Accidental,They_will
2058,2019-04,Commerce,"Perte de la confidentialité,Perte de l'intégrité,Perte de la disponibilité",300,Civil-Contact,,Equipment Lost or Stolen,External-Malicious,TBD
2059,2019-04,Scientific/Specialized/Technical,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.)",,Hacking - Malware -Phishing,External-Malicious,Yes
2060,2019-04,Manufacturing,Perte de la confidentialité,300,TBD,,Equipment Lost or Stolen,External-Malicious,TBD
2061,2019-04,Scientific/Specialized/Technical,"Perte de la confidentialité,Perte de la disponibilité",>5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.),Données relatives à des infractions, condamnations, mesures de sûreté",,Hacking - Malware -Phishing,External-Malicious,They_will_not
2062,2019-04,Health,Perte de la confidentialité,>5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Recipient mistake,Internal-Accidental,They_will
2063,2019-04,Finance/Insurance,Perte de la confidentialité,5,"Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...)",,Hacking - Malware -Phishing,External-Malicious,Yes
2064,2019-04,Health,Perte de la confidentialité,5,"Etat civil (ex : nom, sexe, date de naissance, âge...)",,Publication mistake,External-Accidental,Yes
2065,2019-04,Manufacturing,"Perte de la confidentialité,Perte de la disponibilité",300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.),Données de localisation,Données relatives à des infractions, condamnations, mesures de sûreté",Oui,"Papier perdu, volé ou laissé accessible dans un endroit non sécurisé","Acte interne malveillant,Acte externe malveillant",Yes
2066,2019-04,Other_services,Perte de la confidentialité,5,Civil-Contact-Finance-Economic,,Hacking - Malware -Phishing,External-Malicious,They_will
2067,2019-04,Education,"Perte de l'intégrité,Perte de la disponibilité",5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),La violation concerne d'autres données",,Other,Internal-Accidental,Yes
2068,2019-04,Finance/Insurance,Perte de la confidentialité,300,Contact,,Hacking - Malware -Phishing,Internal-Accidental,Yes
2069,2019-04,Education,Perte de la confidentialité,50,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.),Données relatives à des infractions, condamnations, mesures de sûreté,Les données concernées ne sont pas connues pour le moment",,Other,Internal-Malicious,They_will
2070,2019-04,Transport/Warehousing,Perte de la confidentialité,5,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
2071,2019-04,Public_Administration,Perte de la confidentialité,5,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Recipient mistake,Internal-Accidental,They_will
2072,2019-04,Finance/Insurance,Perte de la confidentialité,300,Contact,,Publication mistake,Internal-Accidental,TBD
2073,2019-04,Hospitality,Perte de la confidentialité,50,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.),La violation concerne d'autres données",,Recipient mistake,Internal-Malicious,They_will
2074,2019-04,Scientific/Specialized/Technical,Perte de la confidentialité,>5000,"Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Les données concernées ne sont pas connues pour le moment",,Hacking - Malware -Phishing,External-Malicious,TBD
2075,2019-04,Commerce,Perte de la confidentialité,300,Civil-Contact-Finance-Economic,,Hacking - Malware -Phishing,External-Malicious,Yes
2076,2019-04,Finance/Insurance,Perte de la confidentialité,5,Civil-Contact,,Recipient mistake,Internal-Accidental,They_will_not
2077,2019-04,Finance/Insurance,Perte de la confidentialité,>5000,Civil-Contact-Access,,Other,Internal-Accidental,They_will_not
2078,2019-04,Public_Administration,Perte de la disponibilité,5,La violation concerne d'autres données,,Other,Internal-Malicious,Yes
2079,2019-03,Information/Communication,Perte de la confidentialité,300,Civil-Contact-Access,,Hacking - Malware -Phishing,External-Malicious,Yes
2080,2019-03,Manufacturing,Perte de la confidentialité,5,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Equipment Lost or Stolen,External-Malicious,TBD
2081,2019-03,Education,Perte de la confidentialité,>5000,Civil-Contact-Access,,Hacking - Malware -Phishing,External-Malicious,Yes
2082,2019-03,Finance/Insurance,Perte de la confidentialité,5,Civil-Contact,,Recipient mistake,Internal-Accidental,They_will_not
2083,2019-03,Finance/Insurance,Perte de la confidentialité,50,Civil-Contact-Finance-Economic,,"Papier perdu, volé ou laissé accessible dans un endroit non sécurisé",External-Malicious,They_will_not
2084,2019-03,Public_Administration,Perte de la confidentialité,>5000,"Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...)",,Recipient mistake,Internal-Accidental,They_will_not
2085,2019-03,Commerce,Perte de la confidentialité,50,"Etat civil (ex : nom, sexe, date de naissance, âge...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Hacking - Malware -Phishing,External-Malicious,Yes
2086,2019-03,Scientific/Specialized/Technical,Perte de la confidentialité,50,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Documents officiels (Passeports, pièces d’identité, etc.)",,Other,Unknown,TBD
2087,2019-03,Commerce,Perte de la confidentialité,300,"Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Hacking - Malware -Phishing,External-Malicious,Yes
2088,2019-03,Administrative/Support_services,Perte de la confidentialité,5000,Contact,,Hacking - Malware -Phishing,External-Malicious,Yes
2089,2019-03,Information/Communication,Perte de la confidentialité,>5000,"Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...)",,Hacking - Malware -Phishing,External-Malicious,They_will
2090,2019-03,Education,Perte de la confidentialité,5,"Etat civil (ex : nom, sexe, date de naissance, âge...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...)",,Hacking - Malware -Phishing,Internal-Malicious,They_will
2091,2019-03,Scientific/Specialized/Technical,Perte de la confidentialité,>5000,Contact,,Hacking - Malware -Phishing,"Acte externe malveillant,Inconnu",They_will_not
2092,2019-03,Scientific/Specialized/Technical,Perte de la confidentialité,5000,Civil-Contact-Finance-Economic,,Other,"Inconnu,Autre",TBD
2093,2019-03,Public_Administration,Perte de la confidentialité,300,Contact,,Publication mistake,External-Accidental,TBD
2094,2019-03,Manufacturing,Perte de la confidentialité,5,"Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...)",,Equipment Lost or Stolen,External-Malicious,Yes
2095,2019-03,Transport/Warehousing,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),La violation concerne d'autres données",,"Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage,Publication non volontaire d'informations",Other,They_will_not
2096,2019-03,Information/Communication,Perte de la confidentialité,5000,"Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...)",,Hacking - Malware -Phishing,External-Malicious,Yes
2097,2019-03,Public_Administration,Perte de la confidentialité,300,Contact,,Publication mistake,External-Accidental,TBD
2098,2019-03,Public_Administration,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...)",,Other,Internal-Accidental,TBD
2099,2019-03,Administrative/Support_services,Perte de la confidentialité,300,Civil-Contact,,Other,Internal-Accidental,TBD
2100,2019-03,Transport/Warehousing,Perte de la confidentialité,>5000,Civil-Contact-Access,,Hacking - Malware -Phishing,External-Malicious,Yes
2101,2019-03,Public_Administration,Perte de la confidentialité,50,TBD,,"Equipement perdu ou volé,Papier perdu, volé ou laissé accessible dans un endroit non sécurisé",External-Malicious,TBD
2102,2019-03,Agriculture/Forestry/Fishing,Perte de la confidentialité,5000,Contact,,Hacking - Malware -Phishing,External-Malicious,TBD
2103,2019-03,Public_Administration,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),La violation concerne d'autres données",,Hacking - Malware -Phishing,"Acte interne accidentel,Acte externe malveillant",They_will
2104,2019-03,Administrative/Support_services,"Perte de l'intégrité,Perte de la disponibilité",5,La violation concerne d'autres données,,Hacking - Malware -Phishing,External-Malicious,Yes
2105,2019-03,Health,Perte de la confidentialité,5,,Oui,Informations personnelles divulguées de façon verbale,External-Malicious,They_will
2106,2019-03,Transport/Warehousing,Perte de la confidentialité,50,Contact,,Other,Internal-Accidental,TBD
2107,2019-03,Other_services,Perte de la disponibilité,>5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.),Données de localisation,Les données concernées ne sont pas connues pour le moment",Oui,Hacking - Malware -Phishing,External-Malicious,TBD
2108,2019-03,Commerce,Perte de la confidentialité,50,"Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...)",,Hacking - Malware -Phishing,External-Malicious,They_will
2109,2019-03,Arts-Recreational,"Perte de la confidentialité,Perte de l'intégrité,Perte de la disponibilité",300,Civil-Contact,,"Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage,Mise au rebut d’appareils numériques contenant des données personnelles sans effacement sécurisé",External-Malicious,They_will
2110,2019-03,Public_Administration,Perte de la confidentialité,5,TBD,,Hacking - Malware -Phishing,External-Malicious,TBD
2111,2019-03,Commerce,"Perte de la confidentialité,Perte de l'intégrité",50,"Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Hacking - Malware -Phishing,External-Malicious,TBD
2112,2019-03,Scientific/Specialized/Technical,Perte de la confidentialité,5,"Etat civil (ex : nom, sexe, date de naissance, âge...)",,Publication mistake,Other,Yes
2113,2019-03,Manufacturing,Perte de la confidentialité,5000,Contact,,Recipient mistake,Internal-Accidental,They_will_not
2114,2019-03,Education,"Perte de la confidentialité,Perte de la disponibilité",5,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),La violation concerne d'autres données",,Recipient mistake,Internal-Accidental,Yes
2115,2019-03,Finance/Insurance,Perte de l'intégrité,5,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Les données concernées ne sont pas connues pour le moment",Oui,"Equipement perdu ou volé,Papier perdu, volé ou laissé accessible dans un endroit non sécurisé,Courrier perdu ou ouvert avant d'être retourné à l'envoyeur",Unknown,They_will
2116,2019-03,Transport/Warehousing,"Perte de la confidentialité,Perte de l'intégrité",>5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),La violation concerne d'autres données",,Publication mistake,Internal-Accidental,They_will_not
2117,2019-03,Finance/Insurance,Perte de la confidentialité,5,Civil-Contact-Finance-Economic,,Other,External-Accidental,TBD
