,color,clarity,carat,cut,depth,table,price,x,y,z
35664,6,3,0.32,Ideal,59.8,57.0,907,4.51,4.46,2.6820299999999997
35665,2,6,0.31,Ideal,61.8,57.0,907,4.35,4.32,2.6790299999999996
35666,3,4,0.41,Very Good,61.6,59.0,908,4.74,4.8,2.93832
35667,5,3,0.42,Ideal,61.6,57.0,908,4.79,4.82,2.95988
35668,4,6,0.35,Very Good,62.3,56.0,909,4.53,4.57,2.8346500000000003
35669,4,4,0.4,Very Good,63.4,54.0,909,4.68,4.72,2.9797999999999996
35670,5,4,0.4,Very Good,63.3,55.0,909,4.66,4.69,2.959275
35671,3,3,0.4,Good,62.8,54.4,909,4.67,4.7,2.94218
35672,3,5,0.37,Ideal,62.0,56.0,909,4.62,4.64,2.8706
35673,6,3,0.4,Ideal,62.2,55.0,909,4.72,4.74,2.94206
35674,4,2,0.41,Ideal,60.5,56.0,909,4.81,4.84,2.9191249999999997
35675,6,3,0.42,Very Good,63.8,54.0,910,4.74,4.79,3.04007
35676,6,3,0.42,Very Good,63.2,58.0,910,4.77,4.79,3.0209599999999996
35677,6,3,0.42,Very Good,60.7,60.0,910,4.79,4.83,2.9196700000000004
35678,5,3,0.41,Very Good,63.3,56.0,910,4.71,4.74,2.990925
35679,4,4,0.42,Very Good,60.9,58.0,910,4.84,4.88,2.959739999999999
35680,2,5,0.42,Ideal,61.1,56.0,910,4.8,4.85,2.9480749999999993
35681,6,6,0.32,Ideal,61.8,56.0,910,4.37,4.4,2.70993
35682,6,6,0.32,Premium,62.0,60.0,910,4.37,4.4,2.7187
35683,5,3,0.41,Good,63.1,64.0,910,4.63,4.66,2.930995
35684,6,5,0.35,Ideal,61.0,57.0,910,4.54,4.58,2.7816
35685,3,7,0.35,Ideal,61.3,56.0,910,4.51,4.53,2.7707599999999997
35686,6,3,0.3,Premium,62.6,61.0,911,4.25,4.22,2.65111
35687,6,3,0.3,Premium,62.0,59.0,911,4.27,4.22,2.6318999999999995
35688,2,5,0.39,Ideal,61.9,54.0,911,4.7,4.73,2.9185849999999998
35689,1,4,0.46,Ideal,62.3,56.0,911,4.93,4.96,3.0807350000000002
35690,5,3,0.39,Ideal,61.3,56.0,911,4.71,4.75,2.89949
35691,2,2,0.44,Ideal,61.6,56.0,911,4.87,4.93,3.0184
35692,5,4,0.3,Ideal,61.5,56.0,911,4.37,4.31,2.6691
35693,6,3,0.3,Ideal,61.3,57.0,911,4.36,4.32,2.66042
35694,6,3,0.3,Premium,60.5,58.0,911,4.38,4.35,2.6408250000000004
35695,5,4,0.3,Ideal,61.7,57.0,911,4.31,4.28,2.6500150000000002
35696,5,4,0.3,Premium,61.8,58.0,911,4.33,4.31,2.66976
35697,5,4,0.3,Ideal,60.7,57.0,911,4.36,4.31,2.631345
35698,5,4,0.3,Premium,61.3,59.0,911,4.33,4.28,2.6389649999999993
35699,5,4,0.3,Ideal,60.8,57.0,911,4.36,4.33,2.6417600000000006
35700,6,3,0.3,Premium,62.5,59.0,911,4.28,4.23,2.6593750000000007
35701,5,4,0.3,Premium,61.9,60.0,911,4.3,4.26,2.6493199999999995
35702,6,3,0.3,Ideal,62.4,56.0,911,4.32,4.27,2.68008
35703,6,3,0.3,Ideal,61.4,54.0,911,4.34,4.33,2.6616899999999997
35704,6,3,0.3,Premium,60.4,59.0,911,4.35,4.33,2.6213599999999997
35705,6,3,0.3,Ideal,62.0,56.0,911,4.35,4.33,2.6908
35706,6,3,0.3,Ideal,61.0,55.0,911,4.36,4.33,2.65045
35707,6,3,0.3,Ideal,61.7,55.0,911,4.36,4.33,2.6808650000000007
35708,6,3,0.3,Premium,60.7,60.0,911,4.37,4.33,2.64045
35709,6,3,0.3,Ideal,60.8,57.0,911,4.38,4.33,2.64784
35710,6,3,0.3,Ideal,60.9,57.0,911,4.35,4.32,2.6400149999999996
35711,6,3,0.3,Premium,60.9,58.0,911,4.35,4.32,2.6400149999999996
35712,6,3,0.3,Premium,60.6,58.0,911,4.36,4.32,2.63004
35713,6,3,0.3,Ideal,61.1,56.0,911,4.36,4.32,2.6517399999999998
35714,6,3,0.3,Ideal,61.8,55.0,911,4.36,4.32,2.68212
35715,6,3,0.3,Ideal,60.8,57.0,911,4.34,4.31,2.629599999999999
35716,6,3,0.3,Ideal,62.0,55.0,911,4.34,4.31,2.6814999999999998
35717,6,3,0.3,Premium,61.0,58.0,911,4.34,4.32,2.6412999999999998
35718,6,3,0.3,Ideal,61.4,55.0,911,4.34,4.32,2.6586200000000004
35719,6,3,0.3,Premium,60.4,59.0,911,4.35,4.32,2.61834
35720,6,3,0.3,Ideal,61.6,57.0,911,4.33,4.3,2.6580399999999997
35721,6,3,0.3,Ideal,62.3,54.0,911,4.33,4.3,2.6882449999999993
35722,6,3,0.3,Ideal,61.8,55.0,911,4.34,4.3,2.66976
35723,6,3,0.3,Ideal,61.5,55.0,911,4.35,4.3,2.6598749999999995
35724,6,3,0.3,Premium,61.0,60.0,911,4.33,4.29,2.6291
35725,6,3,0.3,Ideal,61.9,57.0,911,4.33,4.29,2.6678900000000003
35726,6,3,0.3,Ideal,62.2,55.0,911,4.33,4.29,2.6808200000000006
35727,6,3,0.3,Ideal,62.3,54.0,911,4.34,4.29,2.6882449999999993
35728,6,3,0.3,Ideal,62.5,55.0,911,4.31,4.3,2.690625
35729,6,3,0.3,Premium,61.7,58.0,911,4.32,4.3,2.6592700000000002
35730,6,3,0.3,Premium,62.3,58.0,911,4.32,4.29,2.6820149999999994
35731,6,3,0.3,Ideal,62.5,54.0,911,4.32,4.29,2.690625
35732,6,3,0.3,Ideal,62.8,57.0,911,4.31,4.29,2.7003999999999997
35733,6,3,0.3,Premium,62.0,58.0,911,4.32,4.29,2.6691
35734,6,3,0.3,Ideal,62.3,56.0,911,4.32,4.29,2.6820149999999994
35735,6,3,0.3,Premium,60.6,59.0,911,4.36,4.28,2.6179200000000002
35736,6,3,0.3,Ideal,62.2,54.0,911,4.31,4.28,2.67149
35737,6,3,0.3,Ideal,62.6,56.0,911,4.31,4.28,2.68867
35738,6,3,0.3,Premium,61.9,58.0,911,4.32,4.28,2.6617
35739,6,3,0.3,Premium,61.1,59.0,911,4.31,4.26,2.6181350000000005
35740,6,3,0.3,Premium,62.9,61.0,911,4.29,4.27,2.692119999999999
35741,6,3,0.3,Ideal,62.3,56.0,911,4.3,4.27,2.669555
35742,6,3,0.3,Premium,62.2,60.0,911,4.3,4.28,2.6683800000000004
35743,6,3,0.3,Premium,60.3,60.0,911,4.31,4.28,2.5898849999999998
35744,6,3,0.3,Ideal,62.5,57.0,911,4.29,4.25,2.66875
35745,6,3,0.3,Ideal,62.8,57.0,911,4.29,4.25,2.6815599999999993
35746,6,3,0.3,Premium,62.2,58.0,911,4.3,4.25,2.65905
35747,6,3,0.3,Premium,62.8,59.0,911,4.28,4.26,2.6815599999999993
35748,6,3,0.3,Premium,62.5,58.0,911,4.29,4.26,2.671875
35749,6,3,0.3,Premium,62.9,59.0,911,4.27,4.22,2.670104999999999
35750,6,3,0.3,Premium,62.9,58.0,911,4.26,4.23,2.670105
35751,6,3,0.3,Ideal,62.9,56.0,911,4.28,4.24,2.6795400000000003
35752,6,3,0.3,Premium,61.7,59.0,911,4.28,4.25,2.631505
35753,3,2,0.46,Fair,63.4,68.0,911,4.88,4.8,3.0685599999999997
35754,5,3,0.3,Ideal,61.4,59.0,911,4.3,4.27,2.6309899999999997
35755,3,6,0.39,Very Good,62.3,59.0,912,4.63,4.68,2.9000649999999997
35756,4,6,0.33,Very Good,62.0,56.0,912,4.43,4.46,2.7559000000000005
35757,4,6,0.33,Very Good,61.1,58.0,912,4.42,4.46,2.71284
35758,6,3,0.41,Very Good,62.1,53.0,912,4.78,4.82,2.9808000000000003
35759,1,5,0.44,Ideal,60.8,56.0,912,4.9,4.93,2.98832
35760,5,3,0.4,Premium,61.9,59.0,912,4.72,4.75,2.930964999999999
35761,5,3,0.4,Very Good,62.2,56.0,912,4.72,4.74,2.94206
35762,5,3,0.4,Very Good,62.2,58.0,912,4.67,4.72,2.9202900000000005
35763,5,3,0.4,Premium,62.5,58.0,912,4.65,4.73,2.93125
35764,5,3,0.4,Very Good,62.0,57.0,912,4.66,4.7,2.9015999999999997
35765,5,3,0.4,Ideal,62.3,56.0,912,4.72,4.75,2.9499049999999993
35766,5,3,0.4,Premium,60.7,60.0,912,4.7,4.75,2.868075
35767,5,3,0.4,Ideal,62.6,57.0,912,4.7,4.73,2.95159
35768,5,3,0.4,Ideal,61.1,56.0,912,4.75,4.77,2.90836
35769,5,3,0.4,Premium,59.3,59.0,912,4.77,4.81,2.840469999999999
35770,5,3,0.4,Very Good,62.9,55.0,912,4.72,4.73,2.972025
35771,5,3,0.4,Very Good,61.2,60.0,912,4.79,4.68,2.89782
35772,5,3,0.4,Ideal,62.4,55.0,912,4.71,4.74,2.9484
35773,5,3,0.4,Premium,62.2,59.0,912,4.71,4.74,2.9389499999999997
35774,0,2,0.5,Good,63.2,55.0,912,5.03,5.07,3.1916000000000007
35775,6,4,0.42,Very Good,58.4,61.0,912,4.91,4.95,2.87912
35776,5,3,0.4,Ideal,62.4,56.0,912,4.71,4.74,2.9484
35777,5,3,0.4,Very Good,62.9,55.0,912,4.73,4.74,2.9783150000000003
35778,4,6,0.32,Ideal,62.1,54.0,912,4.41,4.42,2.7417149999999997
35779,4,6,0.32,Ideal,61.8,55.0,912,4.39,4.41,2.7192000000000003
35780,4,6,0.32,Ideal,60.3,57.0,912,4.42,4.44,2.6712899999999995
35781,4,6,0.32,Ideal,61.4,56.0,912,4.4,4.43,2.7108100000000004
35782,4,6,0.32,Ideal,61.0,56.0,912,4.42,4.43,2.69925
35783,4,6,0.32,Ideal,61.5,56.0,912,4.41,4.43,2.7182999999999997
35784,6,6,0.3,Ideal,61.6,56.0,912,4.33,4.37,2.6795999999999998
35785,6,3,0.32,Ideal,61.9,55.0,912,4.43,4.45,2.7483599999999995
35786,6,3,0.32,Ideal,62.0,54.0,912,4.39,4.42,2.7310999999999996
35787,2,7,0.36,Ideal,61.6,56.0,912,4.56,4.59,2.818199999999999
35788,5,7,0.31,Good,57.7,55.0,912,4.51,4.6,2.628235
35789,2,6,0.32,Good,64.3,58.0,912,4.33,4.28,2.768115
35790,2,6,0.4,Ideal,62.1,57.0,913,4.68,4.72,2.9186999999999994
35791,3,6,0.34,Ideal,61.8,56.0,913,4.48,4.51,2.77791
35792,4,6,0.32,Ideal,62.6,56.0,913,4.37,4.41,2.7481400000000002
35793,4,4,0.39,Ideal,61.7,56.0,913,4.68,4.72,2.8998999999999997
35794,6,4,0.31,Ideal,60.1,57.0,913,4.39,4.4,2.641395
35795,1,1,0.51,Ideal,62.2,55.0,913,5.14,5.15,3.20019
35796,2,7,0.34,Ideal,61.9,55.0,913,4.5,4.55,2.800975
35797,4,5,0.34,Ideal,61.8,56.0,914,4.49,4.47,2.7686400000000004
35798,5,4,0.39,Very Good,62.5,58.0,914,4.67,4.7,2.9281250000000005
35799,4,7,0.31,Very Good,61.2,55.0,914,4.37,4.39,2.68056
35800,4,7,0.31,Very Good,61.4,55.0,914,4.39,4.41,2.7016000000000004
35801,4,7,0.31,Very Good,61.9,54.0,914,4.36,4.39,2.708125
35802,4,7,0.31,Premium,61.9,58.0,914,4.36,4.39,2.708125
35803,5,4,0.39,Ideal,60.8,56.0,914,4.74,4.77,2.89104
35804,6,4,0.34,Ideal,60.3,57.0,914,4.52,4.55,2.7346049999999997
35805,4,7,0.31,Ideal,61.2,56.0,914,4.37,4.39,2.68056
35806,4,7,0.31,Ideal,61.3,57.0,914,4.34,4.37,2.669615
35807,4,7,0.31,Ideal,61.9,54.0,914,4.35,4.38,2.701935
35808,4,7,0.31,Ideal,62.1,54.0,914,4.33,4.37,2.7013499999999997
35809,4,7,0.31,Ideal,61.2,57.0,914,4.35,4.38,2.6713800000000005
35810,4,7,0.31,Ideal,61.1,57.0,914,4.37,4.4,2.679235
35811,4,7,0.31,Ideal,62.2,55.0,914,4.35,4.37,2.7119199999999997
35812,4,7,0.31,Ideal,62.0,54.0,914,4.38,4.4,2.7218000000000004
35813,4,7,0.31,Ideal,62.3,54.0,914,4.33,4.37,2.7100499999999994
35814,4,7,0.31,Ideal,61.3,55.0,914,4.38,4.43,2.7002649999999995
35815,4,7,0.31,Ideal,62.1,54.0,914,4.38,4.41,2.7292949999999996
35816,4,7,0.31,Ideal,62.3,54.0,914,4.37,4.39,2.7287399999999997
35817,4,7,0.31,Ideal,62.3,53.0,914,4.35,4.38,2.719395
35818,4,7,0.31,Ideal,62.1,55.0,914,4.32,4.38,2.7013499999999997
35819,4,7,0.31,Ideal,61.0,56.0,914,4.39,4.43,2.6900999999999997
35820,4,7,0.31,Ideal,62.1,54.0,914,4.36,4.4,2.7199800000000005
35821,4,7,0.31,Ideal,62.0,55.0,914,4.36,4.38,2.7094
35822,4,7,0.31,Ideal,60.9,56.0,914,4.37,4.4,2.6704649999999996
35823,4,7,0.31,Ideal,62.2,54.0,914,4.37,4.41,2.7305800000000007
35824,3,2,0.48,Good,64.7,58.0,914,4.84,4.93,3.1605950000000003
35825,1,2,0.42,Ideal,61.0,56.0,914,4.86,4.83,2.9554500000000004
35826,6,4,0.3,Premium,61.2,59.0,914,4.34,4.29,2.64078
35827,2,3,0.41,Very Good,60.0,57.0,915,4.92,4.88,2.94
35828,6,3,0.4,Very Good,64.4,52.0,915,4.63,4.68,2.99782
35829,4,6,0.41,Good,63.9,56.0,915,4.71,4.74,3.0192749999999995
35830,3,5,0.4,Ideal,61.1,57.0,915,4.72,4.78,2.9022500000000004
35831,0,3,0.5,Ideal,62.5,53.0,915,5.09,5.12,3.190625
35832,3,4,0.44,Ideal,61.9,54.0,915,4.89,4.93,3.03929
35833,4,4,0.38,Ideal,60.4,56.0,915,4.7,4.74,2.85088
35834,4,7,0.32,Ideal,61.9,55.0,915,4.38,4.44,2.72979
35835,3,2,0.42,Very Good,61.7,55.0,916,4.78,4.81,2.958515
35836,1,6,0.43,Ideal,61.1,57.0,916,4.86,4.9,2.9816800000000008
35837,5,6,0.3,Ideal,62.0,57.0,916,4.27,4.31,2.6597999999999997
35838,5,6,0.35,Ideal,61.3,56.0,916,4.52,4.55,2.7799549999999997
35839,4,4,0.38,Ideal,62.5,53.8,916,4.62,4.65,2.896875
35840,4,2,0.4,Ideal,59.8,57.0,916,4.82,4.85,2.89133
35841,5,6,0.32,Very Good,60.4,57.0,917,4.42,4.46,2.6817599999999997
35842,3,7,0.34,Very Good,59.4,56.0,917,4.59,4.63,2.7383399999999996
35843,3,5,0.4,Premium,61.3,59.0,917,4.74,4.78,2.9178799999999994
35844,3,5,0.4,Ideal,62.4,57.0,917,4.7,4.73,2.94216
35845,3,5,0.4,Ideal,62.6,53.0,917,4.72,4.77,2.97037
35846,3,5,0.37,Ideal,61.9,54.0,917,4.63,4.67,2.87835
35847,4,5,0.31,Ideal,61.6,55.0,917,4.35,4.38,2.6888400000000003
35848,4,5,0.31,Ideal,61.5,56.0,917,4.35,4.37,2.6814
35849,5,5,0.33,Ideal,61.9,57.0,917,4.44,4.47,2.757645
35850,5,5,0.33,Ideal,61.6,55.0,917,4.43,4.47,2.7411999999999996
35851,5,6,0.33,Ideal,61.9,54.0,917,4.43,4.45,2.7483599999999995
35852,5,6,0.32,Ideal,60.5,57.0,917,4.44,4.48,2.6983000000000006
35853,5,6,0.32,Ideal,61.7,55.0,917,4.39,4.43,2.7209700000000003
35854,5,6,0.32,Ideal,62.3,54.0,917,4.37,4.4,2.731855
35855,6,6,0.32,Ideal,62.6,57.0,917,4.34,4.41,2.73875
35856,6,3,0.4,Ideal,60.8,59.0,917,4.71,4.76,2.8788799999999997
35857,6,3,0.4,Ideal,61.9,58.0,917,4.7,4.73,2.9185849999999998
35858,4,4,0.4,Ideal,61.3,57.0,917,4.74,4.78,2.9178799999999994
35859,4,4,0.4,Ideal,62.4,53.0,917,4.72,4.76,2.95776
35860,4,4,0.4,Ideal,61.6,55.0,917,4.74,4.78,2.93216
35861,4,4,0.4,Ideal,61.8,54.0,917,4.75,4.77,2.9416799999999994
35862,3,2,0.43,Ideal,61.3,55.0,917,4.88,4.9,2.99757
35863,1,7,0.4,Ideal,62.4,54.0,917,4.73,4.75,2.95776
35864,5,4,0.41,Good,58.4,58.0,917,4.88,4.91,2.85868
35865,4,7,0.34,Good,59.0,61.0,917,4.59,4.63,2.7198999999999995
35866,2,3,0.41,Good,64.1,57.0,917,4.72,4.64,2.999879999999999
35867,1,3,0.46,Very Good,62.3,57.0,918,4.87,4.92,3.0495849999999995
35868,6,3,0.4,Very Good,62.8,56.0,918,4.71,4.75,2.9704400000000004
35869,3,7,0.32,Very Good,62.1,53.0,918,4.4,4.45,2.747925000000001
35870,6,5,0.34,Ideal,60.1,57.0,918,4.54,4.58,2.7405600000000003
35871,5,6,0.3,Ideal,61.1,56.0,918,4.36,4.38,2.67007
35872,5,5,0.41,Premium,61.5,58.0,918,4.75,4.78,2.930475
35873,5,5,0.41,Ideal,62.0,55.0,918,4.73,4.79,2.9512
35874,6,3,0.4,Ideal,62.8,56.0,918,4.66,4.7,2.93904
35875,5,4,0.4,Ideal,60.4,57.0,918,4.76,4.81,2.89014
35876,4,1,0.48,Ideal,61.0,57.0,918,5.05,5.08,3.08965
35877,3,7,0.32,Ideal,61.6,55.0,918,4.42,4.45,2.7319600000000004
35878,3,7,0.32,Ideal,61.9,54.0,918,4.4,4.42,2.72979
35879,3,7,0.32,Ideal,61.0,56.0,918,4.41,4.44,2.6992500000000006
35880,3,7,0.32,Ideal,62.1,53.0,918,4.41,4.44,2.747925000000001
35881,3,7,0.32,Ideal,61.3,55.0,918,4.43,4.47,2.7278499999999997
35882,3,7,0.32,Ideal,62.3,53.0,918,4.41,4.45,2.75989
35883,3,7,0.32,Ideal,61.0,56.0,918,4.43,4.45,2.7083999999999997
35884,3,7,0.32,Ideal,61.0,57.0,918,4.41,4.44,2.6992500000000006
35885,3,7,0.32,Ideal,61.7,56.0,918,4.39,4.42,2.717885
35886,3,7,0.32,Ideal,61.2,56.0,918,4.4,4.43,2.7019800000000003
35887,3,7,0.32,Ideal,61.6,55.0,918,4.4,4.43,2.71964
35888,3,7,0.32,Ideal,61.1,57.0,918,4.41,4.43,2.7006200000000002
35889,3,7,0.32,Ideal,61.4,55.0,918,4.42,4.44,2.7200199999999994
35890,3,7,0.32,Ideal,61.7,54.0,918,4.39,4.42,2.717885
35891,3,7,0.32,Ideal,61.3,56.0,918,4.4,4.44,2.7094599999999995
35892,3,7,0.32,Ideal,61.0,57.0,918,4.44,4.48,2.7206000000000006
35893,3,7,0.32,Ideal,61.8,55.0,918,4.42,4.45,2.7408300000000003
35894,3,7,0.32,Ideal,60.9,57.0,918,4.41,4.46,2.700915
35895,3,7,0.32,Ideal,61.7,54.0,918,4.42,4.46,2.73948
35896,3,7,0.32,Ideal,62.2,54.0,918,4.42,4.45,2.75857
35897,3,7,0.32,Ideal,61.2,55.0,918,4.41,4.44,2.7081000000000004
35898,3,7,0.32,Ideal,62.1,55.0,918,4.4,4.46,2.75103
35899,3,7,0.32,Ideal,61.3,54.0,918,4.41,4.47,2.7217199999999995
35900,3,7,0.32,Ideal,61.9,55.0,918,4.38,4.44,2.72979
35901,3,7,0.32,Ideal,62.0,54.0,918,4.42,4.45,2.7497000000000003
35902,3,7,0.32,Ideal,61.9,53.0,918,4.42,4.47,2.7514550000000004
35903,3,7,0.32,Ideal,62.2,53.0,918,4.41,4.43,2.7492400000000004
35904,3,7,0.32,Ideal,61.5,55.0,918,4.43,4.45,2.7305999999999995
35905,3,7,0.32,Ideal,61.8,55.0,918,4.41,4.43,2.73156
35906,3,3,0.38,Premium,59.7,62.0,918,4.68,4.66,2.78799
35907,4,2,0.4,Ideal,62.6,54.0,918,4.77,4.7,2.9641099999999994
35908,4,6,0.34,Ideal,61.4,55.0,919,4.52,4.54,2.7814199999999993
35909,2,3,0.4,Ideal,60.9,56.0,919,4.79,4.83,2.9292900000000004
35910,1,4,0.4,Ideal,61.9,55.0,919,4.74,4.77,2.943345
35911,6,4,0.38,Ideal,61.3,56.0,919,4.68,4.72,2.8810999999999996
35912,3,2,0.39,Ideal,61.4,55.0,919,4.7,4.74,2.8980800000000007
35913,4,2,0.39,Ideal,61.3,56.0,919,4.69,4.72,2.884165
35914,1,3,0.47,Fair,57.1,61.0,919,5.11,5.15,2.9292300000000004
35915,2,2,0.43,Premium,59.0,58.0,919,4.96,4.93,2.91755
35916,2,2,0.43,Ideal,62.4,56.0,919,4.83,4.81,3.00768
35917,2,2,0.43,Premium,60.2,57.0,919,4.93,4.91,2.9618400000000005
35918,2,2,0.43,Ideal,62.5,57.0,919,4.84,4.79,3.0093749999999995
35919,2,2,0.43,Premium,61.5,58.0,919,4.86,4.8,2.97045
35920,2,2,0.43,Ideal,62.3,56.0,919,4.86,4.83,3.018435
35921,2,2,0.43,Ideal,61.6,55.0,919,4.9,4.87,3.00916
35922,5,1,0.43,Ideal,62.1,56.0,919,4.85,4.84,3.0087450000000002
35923,5,1,0.43,Premium,60.8,58.0,919,4.88,4.86,2.96096
35924,5,1,0.43,Premium,61.2,59.0,919,4.89,4.82,2.9712600000000005
35925,5,1,0.43,Ideal,61.9,57.0,919,4.86,4.83,2.9990550000000002
35926,5,1,0.43,Premium,62.7,55.0,919,4.87,4.83,3.0409499999999996
35927,6,1,0.43,Premium,62.6,58.0,919,4.82,4.79,3.00793
35928,6,1,0.43,Ideal,61.0,57.0,919,4.86,4.81,2.94935
35929,6,1,0.43,Ideal,62.6,56.0,919,4.88,4.84,3.04236
35930,6,1,0.43,Premium,60.7,58.0,919,4.91,4.85,2.96216
35931,6,1,0.43,Premium,61.1,58.0,919,4.9,4.86,2.9816800000000008
35932,5,3,0.35,Premium,61.9,61.0,919,4.54,4.5,2.7978799999999997
35933,6,6,0.33,Very Good,62.1,58.0,920,4.39,4.46,2.7479250000000004
35934,4,5,0.37,Ideal,61.6,57.0,920,4.59,4.63,2.83976
35935,5,4,0.38,Ideal,61.4,56.0,920,4.66,4.69,2.87045
35936,3,2,0.42,Premium,62.7,59.0,920,4.75,4.72,2.968845
35937,6,2,0.41,Very Good,60.3,63.0,920,4.8,4.78,2.88837
35938,6,2,0.41,Ideal,63.0,56.0,920,4.8,4.75,3.0082500000000003
35939,6,2,0.41,Very Good,63.1,57.0,920,4.73,4.68,2.9688550000000005
35940,2,2,0.3,Ideal,62.4,52.8,475,4.28,4.33,2.6863199999999994
35941,3,2,0.33,Ideal,62.2,54.0,475,4.42,4.45,2.75857
35942,3,2,0.33,Ideal,61.3,56.0,475,4.45,4.49,2.74011
35943,4,2,0.3,Ideal,61.9,56.0,475,4.3,4.32,2.6678900000000003
35944,4,2,0.3,Ideal,62.4,56.0,475,4.27,4.32,2.68008
35945,4,2,0.3,Ideal,60.2,56.0,475,4.36,4.41,2.63977
35946,4,2,0.3,Ideal,62.3,54.0,475,4.3,4.34,2.6913600000000004
35947,4,2,0.3,Ideal,62.4,55.0,475,4.3,4.32,2.6894400000000003
35948,4,2,0.3,Ideal,61.9,54.0,475,4.33,4.36,2.6895550000000004
35949,4,2,0.3,Ideal,62.1,55.0,475,4.31,4.35,2.6889300000000005
35950,4,2,0.3,Ideal,61.4,55.0,475,4.34,4.36,2.6708999999999996
35951,4,2,0.3,Ideal,61.9,56.0,475,4.29,4.33,2.6678900000000003
35952,4,2,0.3,Ideal,61.9,57.0,475,4.31,4.35,2.6802699999999997
35953,4,2,0.3,Ideal,61.4,58.0,475,4.3,4.33,2.6494099999999996
35954,4,2,0.3,Ideal,62.5,56.0,475,4.28,4.3,2.68125
35955,4,2,0.3,Ideal,62.5,57.0,475,4.3,4.31,2.690625
35956,4,2,0.3,Ideal,62.3,55.0,475,4.29,4.31,2.6789
35957,5,1,0.36,Premium,58.5,59.0,475,4.67,4.63,2.7202500000000005
35958,2,2,0.33,Very Good,63.0,58.0,475,4.4,4.42,2.7782999999999998
35959,2,2,0.33,Very Good,63.0,57.0,475,4.39,4.41,2.7720000000000002
35960,6,2,0.3,Very Good,62.6,59.0,476,4.24,4.26,2.6605000000000003
35961,0,5,0.31,Ideal,60.3,60.0,476,4.4,4.45,2.6682750000000004
35962,2,4,0.28,Ideal,62.1,55.0,476,4.17,4.21,2.6019899999999994
35963,2,4,0.28,Ideal,62.2,54.0,476,4.18,4.21,2.60929
35964,5,5,0.25,Good,58.0,65.0,476,4.13,4.18,2.4098999999999995
35965,5,5,0.25,Good,64.9,58.0,476,3.95,3.97,2.57004
35966,2,4,0.31,Good,64.1,55.0,476,4.25,4.27,2.73066
35967,3,2,0.3,Ideal,61.8,56.0,477,4.34,4.37,2.69139
35968,3,2,0.3,Ideal,62.3,58.0,477,4.26,4.28,2.6602099999999997
35969,3,2,0.3,Ideal,61.0,58.0,477,4.29,4.36,2.6382499999999998
35970,6,2,0.41,Ideal,63.0,57.0,920,4.7,4.64,2.9421
35971,4,2,0.4,Premium,61.7,62.0,920,4.76,4.71,2.9214949999999997
35972,6,4,0.38,Very Good,59.5,61.0,921,4.66,4.69,2.781625
35973,4,7,0.32,Very Good,61.7,55.0,921,4.4,4.41,2.7178850000000008
35974,4,4,0.42,Ideal,60.6,56.0,921,4.83,4.87,2.9391
35975,4,4,0.42,Very Good,59.8,57.0,921,4.85,4.89,2.9122599999999994
35976,3,4,0.42,Very Good,62.4,59.0,921,4.78,4.8,2.98896
35977,3,6,0.35,Very Good,59.3,61.0,921,4.58,4.62,2.7278
35978,2,5,0.42,Very Good,62.4,57.0,921,4.78,4.83,2.99832
35979,2,7,0.35,Ideal,61.7,56.0,921,4.53,4.55,2.80118
35980,3,4,0.42,Premium,60.8,59.0,921,4.79,4.85,2.93056
35981,3,4,0.42,Premium,60.9,58.0,921,4.81,4.84,2.9384249999999996
35982,4,6,0.31,Ideal,62.4,55.0,921,4.32,4.34,2.70192
35983,5,3,0.39,Very Good,60.4,56.0,921,4.7,4.73,2.84786
35984,2,7,0.35,Ideal,61.9,55.0,921,4.51,4.54,2.800975
35985,3,4,0.42,Ideal,61.3,57.0,921,4.78,4.81,2.939335
35986,2,5,0.42,Very Good,62.9,56.0,921,4.75,4.79,3.0003299999999995
35987,2,5,0.42,Very Good,62.4,55.0,921,4.78,4.81,2.9920799999999996
35988,3,4,0.42,Ideal,62.5,54.0,921,4.79,4.84,3.0093749999999995
35989,3,4,0.42,Very Good,60.6,58.0,921,4.82,4.95,2.96031
35990,3,4,0.42,Ideal,61.9,56.0,921,4.77,4.82,2.968105
35991,2,5,0.42,Ideal,62.4,56.0,921,4.78,4.8,2.98896
35992,3,4,0.42,Ideal,61.2,54.0,921,4.82,4.86,2.9620800000000003
35993,3,4,0.42,Ideal,61.8,57.0,921,4.79,4.82,2.9694899999999995
35994,3,4,0.42,Ideal,61.4,56.0,921,4.82,4.85,2.9686899999999996
35995,2,7,0.35,Ideal,60.5,56.0,921,4.56,4.59,2.7678749999999996
35996,3,4,0.42,Very Good,59.4,59.0,921,4.86,4.9,2.89872
35997,3,4,0.42,Premium,62.5,59.0,921,4.72,4.79,2.971875
35998,3,4,0.42,Premium,60.5,59.0,921,4.79,4.83,2.9100500000000005
35999,3,4,0.42,Ideal,61.8,56.0,921,4.8,4.84,2.97876
36000,3,4,0.42,Ideal,62.0,55.0,921,4.78,4.83,2.9791
36001,3,4,0.42,Ideal,62.7,54.0,921,4.8,4.83,3.0190049999999995
36002,6,4,0.41,Ideal,61.6,55.0,921,4.79,4.82,2.95988
36003,5,6,0.32,Ideal,61.8,55.0,921,4.4,4.43,2.7284699999999997
36004,5,4,0.37,Ideal,63.3,54.0,921,4.59,4.63,2.9181299999999992
